,smiles,prop,SET,data
0,<delaney>|CC(C)(C)CCO,-0.5,train,delaney
655,<delaney>|O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,-2.89,train,delaney
656,<delaney>|c1ccoc1,-0.82,train,delaney
657,<delaney>|Cc1cccc(c1)N(=O)=O,-2.44,train,delaney
658,<delaney>|CCCCCCCCCCCCCCCCCCO,-8.4,train,delaney
659,<delaney>|c1c(NC(=O)c2ccccc2(I))cccc1,-4.21,train,delaney
660,<delaney>|Cc1ccncc1C,0.36,train,delaney
661,<delaney>|CC34CCC1C(=CCc2cc(O)ccc12)C3CCC4=O,-5.282,train,delaney
662,<delaney>|CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,-4.2,train,delaney
663,<delaney>|NC(=N)NS(=O)(=O)c1ccc(N)cc1,-1.99,train,delaney
664,<delaney>|Sc1ccccc1,-2.12,train,delaney
665,<delaney>|Cc1ccc2cc(C)ccc2c1,-4.89,train,delaney
666,<delaney>|c2ccc1ocnc1c2,-1.16,train,delaney
667,<delaney>|O=N(=O)c1cc(Cl)c(Cl)cc1,-3.2,train,delaney
668,<delaney>|CCCCCC(=O)C,-1.45,train,delaney
669,<delaney>|O=C2NC(=O)C1(CCCCCCC1)C(=O)N2,-2.982,train,delaney
670,<delaney>|CCc1ccc(CC)cc1,-3.75,train,delaney
671,<delaney>|CCCC=C,-2.68,train,delaney
672,<delaney>|O=c2c(C3CCCc4ccccc43)c(O)c1ccccc1o2,-2.84,train,delaney
673,<delaney>|CCN2c1nc(N(C)(CCO))ccc1NC(=O)c3cccnc23,-3.36,train,delaney
674,<delaney>|CCN(CC)c1ccccc1,-3.03,train,delaney
675,<delaney>|CC1CCCCC1NC(=O)Nc2ccccc2,-4.11,train,delaney
676,<delaney>|CCO,1.1,train,delaney
677,<delaney>|CCC(C)C(C)C,-4.28,train,delaney
678,<delaney>|c1c(Br)ccc2ccccc12,-4.4,train,delaney
679,<delaney>|C1c2ccccc2c3ccccc13,-5.0,train,delaney
680,<delaney>|CCCCCCCl,-3.12,train,delaney
681,<delaney>|CC(C)c1ccc(C)cc1O,-2.22,train,delaney
682,<delaney>|C/C1CCCCC1\C,-4.3,train,delaney
683,<delaney>|Fc1cccc(Br)c1,-2.67,train,delaney
684,<delaney>|CCN(CC(C)=C)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-6.124,train,delaney
685,<delaney>|CCCCN(CC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-5.53,train,delaney
686,<delaney>|CNC(=O)Oc1cc(C)cc(C)c1,-2.5810000000000004,train,delaney
687,<delaney>|Clc1ccc(Cl)c(Cl)c1Cl,-4.57,train,delaney
688,<delaney>|CC(C)CCOC(=O)C,-1.92,train,delaney
689,<delaney>|COc2c1occc1c(OC)c3c(=O)cc(C)oc23,-3.0210000000000004,train,delaney
690,<delaney>|CN(C)C(=O)C(c1ccccc1)c2ccccc2,-2.98,train,delaney
691,<delaney>|ClC1=C(Cl)C(Cl)(C(=C1Cl)Cl)C2(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl,-7.278,train,delaney
692,<delaney>|Cn1c(=O)n(C)c2nc[nH]c2c1=O,-1.39,train,delaney
693,<delaney>|CCCC1CCCC1,-4.74,train,delaney
694,<delaney>|CC(=O)Nc1ccc(Cl)cc1,-2.843,train,delaney
695,<delaney>|Clc1ccc(Cl)c(c1)c2cccc(Cl)c2Cl,-6.47,train,delaney
696,<delaney>|CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(=O)CC34C,-4.21,train,delaney
697,<delaney>|C1C=CCC=C1,-2.06,train,delaney
698,<delaney>|O2c1ccccc1N(C)C(=O)c3cccnc23,-3.672,train,delaney
699,<delaney>|CN(C)C(=O)N(C)C,0.94,train,delaney
700,<delaney>|CCN2c1ccccc1N(C)C(=S)c3cccnc23,-4.706,train,delaney
701,<delaney>|CCC(=C)C,-2.73,train,delaney
702,<delaney>|CC45CCC2C(CCC3CC1SC1CC23C)C4CCC5O,-5.41,train,delaney
703,<delaney>|Cc1ccc(cc1N(=O)=O)N(=O)=O,-2.82,train,delaney
704,<delaney>|CCCCC#C,-2.36,train,delaney
705,<delaney>|Cc1ccc(O)cc1,-0.73,train,delaney
706,<delaney>|CC(Cl)Cl,-1.29,train,delaney
707,<delaney>|CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,-5.736000000000001,train,delaney
708,<delaney>|CCN(CC)c1nc(Cl)nc(n1)N(CC)CC,-4.4110000000000005,train,delaney
709,<delaney>|CCCCS,-2.18,train,delaney
710,<delaney>|c1c(NC(=O)OC(C)C(=O)NCC)cccc1,-1.83,train,delaney
711,<delaney>|CC(C)Br,-1.59,train,delaney
712,<delaney>|CC(=O)Nc1ccc(F)cc1,-1.78,train,delaney
713,<delaney>|CCCCCOC(=O)CC,-1.28,train,delaney
714,<delaney>|CCCCCCCCCCCCCCCCO,-7.0,train,delaney
715,<delaney>|Nc3nc(N)c2nc(c1ccccc1)c(N)nc2n3,-2.404,train,delaney
716,<delaney>|CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc2cccc(Oc3ccccc3)c2,-6.291,train,delaney
717,<delaney>|CC(C)CCC(C)(C)C,-5.05,train,delaney
718,<delaney>|CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C2CCC1(O)C(=O)CO,-3.18,train,delaney
719,<delaney>|OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)N(=O)=O,-2.111,train,delaney
720,<delaney>|Sc1nccc(=O)[nH]1,-2.273,train,delaney
721,<delaney>|ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-7.2,train,delaney
722,<delaney>|Brc1cccc2ccccc12,-4.35,train,delaney
723,<delaney>|CC(C)CCO,-0.51,train,delaney
724,<delaney>|OCC(O)C(O)C(O)C(O)CO,0.06,train,delaney
725,<delaney>|CC2Cc1ccccc1N2NC(=O)c3ccc(Cl)c(c3)S(N)(=O)=O,-3.5860000000000003,train,delaney
726,<delaney>|CC(C)C1CCC(C)CC1O,-2.53,train,delaney
727,<delaney>|Clc1ccc(c(Cl)c1)c2cc(Cl)ccc2Cl,-6.57,train,delaney
728,<delaney>|c1(OC)ccc(CC=C)cc1,-2.92,train,delaney
729,<delaney>|CC(C)CC(C)(C)C,-4.74,train,delaney
730,<delaney>|ClC(Cl)(Cl)Cl,-2.31,train,delaney
731,<delaney>|CC(C)C=C,-2.73,train,delaney
732,<delaney>|CCOCCOCC,-0.77,train,delaney
733,<delaney>|CCCC(C)C,-3.74,train,delaney
734,<delaney>|CC(C)COC=O,-1.01,train,delaney
735,<delaney>|CCC(C)(C)CC,-4.23,train,delaney
736,<delaney>|CCCCCC,-3.84,train,delaney
737,<delaney>|CCCN(CCC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-5.68,train,delaney
738,<delaney>|c1cc(C)cc2c1c3cc4cccc5CCc(c45)c3cc2,-7.92,train,delaney
739,<delaney>|Clc2c(Cl)c(Cl)c(c1ccccc1)c(Cl)c2Cl,-7.92,train,delaney
740,<delaney>|CC34CCC1C(CC=C2CC(O)CCC12C)C3CCC4=O,-4.12,train,delaney
741,<delaney>|CC34CC(O)C1(F)C(CCC2=CC(=O)CCC12C)C3CCC4(O)C(=O)CO,-3.43,train,delaney
742,<delaney>|Cc1ccccc1n3c(C)nc2ccccc2c3=O,-2.925,train,delaney
743,<delaney>|Oc1ccc(Br)cc1,-1.09,train,delaney
744,<delaney>|BrCCBr,-1.68,train,delaney
745,<delaney>|CC2Nc1cc(Cl)c(cc1C(=O)N2c3ccccc3C)S(N)(=O)=O,-3.78,train,delaney
746,<delaney>|CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,-3.11,train,delaney
747,<delaney>|Oc1c(Cl)ccc(Cl)c1Cl,-2.64,train,delaney
748,<delaney>|Nc1ccc(cc1)S(N)(=O)=O,-1.34,train,delaney
749,<delaney>|CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-4.77,train,delaney
750,<delaney>|CCC(=O)C,0.52,train,delaney
751,<delaney>|Brc1ccccc1,-2.55,train,delaney
752,<delaney>|CCCCCCC(C)O,-2.09,train,delaney
753,<delaney>|O2c1ccccc1N(CC)C(=O)c3ccccc23,-3.68,train,delaney
754,<delaney>|OC1C(O)C(O)C(O)C(O)C1O,0.35,train,delaney
755,<delaney>|Fc1c[nH]c(=O)[nH]c1=O,-1.077,train,delaney
756,<delaney>|CC34CC(O)C1(F)C(CCC2=CC(=O)C=CC12C)C3CC(O)C4(O)C(=O)CO,-3.68,train,delaney
757,<delaney>|CC(=O)OCC(=O)C3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C,-4.63,train,delaney
758,<delaney>|COP(=S)(OC)Oc1ccc(N(=O)=O)c(C)c1,-4.04,train,delaney
759,<delaney>|CC(C)c1ccccc1C,-3.76,train,delaney
760,<delaney>|CCCCCC(O)CC,-1.98,train,delaney
761,<delaney>|Cc1cccc2ccccc12,-3.7,train,delaney
762,<delaney>|O=C(Nc1ccccc1)Nc2ccccc2,-3.15,train,delaney
763,<delaney>|CCCC(=O)CCC,-1.3,train,delaney
764,<delaney>|COC(C)(C)C,-0.24,train,delaney
765,<delaney>|CCCOC(=O)CCC,-1.75,train,delaney
766,<delaney>|CCCCC1(CC)C(=O)NC(=O)NC1=O,-1.661,train,delaney
767,<delaney>|CC(C)=CCC/C(C)=C\CO,-2.46,train,delaney
768,<delaney>|CCCOCC,-0.66,train,delaney
769,<delaney>|c1ccnnc1,1.1,train,delaney
770,<delaney>|O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,-4.097,train,delaney
771,<delaney>|CCCC(C)(C)O,-0.49,train,delaney
772,<delaney>|CC(C)=CC3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C,-5.24,train,delaney
773,<delaney>|CCC(C)O,0.47,train,delaney
774,<delaney>|C1OC1c2ccccc2,-1.6,train,delaney
775,<delaney>|CCCOC(=O)c1ccc(N)cc1,-2.452,train,delaney
776,<delaney>|O2c1cc(C)ccc1N(C)C(=O)c3cc(N)cnc23,-3.043,train,delaney
777,<delaney>|O=N(=O)OCC(CON(=O)=O)ON(=O)=O,-2.22,train,delaney
778,<delaney>|NS(=O)(=O)c3cc2c(NC(Cc1ccccc1)NS2(=O)=O)cc3C(F)(F)F,-3.59,train,delaney
779,<delaney>|CCCCOc1ccc(C(=O)OCC)c(c1)N(CC)CC,-3.84,train,delaney
780,<delaney>|CCCCC,-3.18,train,delaney
781,<delaney>|COc1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl,-6.89,train,delaney
782,<delaney>|CC5(C)OC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CO,-4.31,train,delaney
783,<delaney>|OCC1OC(C(O)C1O)n2cnc3c(O)ncnc23,-1.23,train,delaney
784,<delaney>|Oc1ccccn1,1.02,train,delaney
785,<delaney>|CNC(=O)Oc1ccc(N(C)C)c(C)c1,-2.36,train,delaney
786,<delaney>|ClCC#CCOC(=O)Nc1cccc(Cl)c1,-4.37,train,delaney
787,<delaney>|c2ccc1nc(ccc1c2)c4ccc3ccccc3n4,-5.4,train,delaney
788,<delaney>|CC34CCC1C(CCC2=CC(=O)CCC12O)C3CCC4(O)C#C,-4.57,train,delaney
789,<delaney>|Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)cc(Cl)c2Cl,-7.42,train,delaney
790,<delaney>|ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl,-6.51,train,delaney
791,<delaney>|C1Cc2cccc3cccc1c23,-4.63,train,delaney
792,<delaney>|CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2ccc(F)c(Oc3ccccc3)c2,-7.337000000000001,train,delaney
793,<delaney>|CCOP(=S)(OCC)N2C(=O)c1ccccc1C2=O,-3.35,train,delaney
794,<delaney>|CCCCCBr,-3.08,train,delaney
795,<delaney>|Cc1c2ccccc2c(C)c3ccccc13,-6.57,train,delaney
796,<delaney>|N(Nc1ccccc1)c2ccccc2,-2.92,train,delaney
797,<delaney>|NC(=O)c1ccccc1,-0.96,train,delaney
798,<delaney>|Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4,-2.9,train,delaney
799,<delaney>|CC12CCC3C(CCc4cc(O)ccc34)C2CCC1=O,-3.955,train,delaney
800,<delaney>|Nc1cc(nc(N)n1=O)N2CCCCC2,-1.989,train,delaney
801,<delaney>|CN2C(=O)CN=C(c1ccccc1)c3cc(ccc23)N(=O)=O,-3.796,train,delaney
802,<delaney>|CCCCCCCCC(=O)C,-3.3,train,delaney
803,<delaney>|Cc1cccc2c(C)cccc12,-4.678999999999999,train,delaney
804,<delaney>|c1ccc(Cl)cc1C(c2ccc(Cl)cc2)(O)C(=O)OC(C)C,-4.53,train,delaney
805,<delaney>|c1ccc2cc3ccccc3cc2c1,-6.35,train,delaney
806,<delaney>|CNc2cnn(c1cccc(c1)C(F)(F)F)c(=O)c2Cl,-4.046,train,delaney
807,<delaney>|CCCCCCCO,-1.81,train,delaney
808,<delaney>|OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O,-3.952,train,delaney
809,<delaney>|CCOP(=O)(OCC)OCC,0.43,train,delaney
810,<delaney>|CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,-3.924,train,delaney
811,<delaney>|CCc1ccc(C)cc1,-3.11,train,delaney
812,<delaney>|OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,-5.666,train,delaney
813,<delaney>|CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,-4.194,train,delaney
814,<delaney>|CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3,-3.73,train,delaney
815,<delaney>|Cc2c(N)c(=O)n(c1ccccc1)n2C,-0.624,train,delaney
816,<delaney>|Clc1ccccc1c2ccccc2Cl,-5.27,train,delaney
817,<delaney>|NC(=O)CCl,-0.02,train,delaney
818,<delaney>|Brc1ccc2ccccc2c1,-4.4,train,delaney
819,<delaney>|NC(=O)N,0.96,train,delaney
820,<delaney>|CC12CCC(CC1)C(C)(C)O2,-1.74,train,delaney
821,<delaney>|Clc1ccccc1I,-3.54,train,delaney
822,<delaney>|CC(=O)C(C)(C)C,-0.72,train,delaney
823,<delaney>|Clc1cccc(c1)N(=O)=O,-2.77,train,delaney
824,<delaney>|c2ccc1[nH]ncc1c2,-2.16,train,delaney
825,<delaney>|Cc1cc2ccccc2cc1C,-4.72,train,delaney
826,<delaney>|COc1ccc(Cl)cc1,-2.78,train,delaney
827,<delaney>|Cc1ccccc1O,-0.62,train,delaney
828,<delaney>|Nc2cccc3nc1ccccc1cc23,-4.22,train,delaney
829,<delaney>|ClC(=C)Cl,-1.64,train,delaney
830,<delaney>|c1ccccc1O,0.0,train,delaney
831,<delaney>|COC(=O)c1ccccc1C(=O)OC,-1.66,train,delaney
832,<delaney>|CCOC(=O)c1ccc(O)cc1,-2.35,train,delaney
833,<delaney>|COC=O,0.58,train,delaney
834,<delaney>|CCC(C)(C)O,0.15,train,delaney
835,<delaney>|ClC(=C(Cl)Cl)Cl,-2.54,train,delaney
836,<delaney>|CCC=O,0.58,train,delaney
837,<delaney>|CCOC(=O)c1ccc(N)cc1,-2.616,train,delaney
838,<delaney>|Clc1ccc(I)cc1,-4.03,train,delaney
839,<delaney>|CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,-1.95,train,delaney
840,<delaney>|CC(=O)c1ccccc1,-1.28,train,delaney
841,<delaney>|CS(=O)(=O)c1ccc(cc1)C(O)C(CO)NC(=O)C(Cl)Cl,-2.154,train,delaney
842,<delaney>|c3ccc2c(O)c1ccccc1cc2c3,-4.73,train,delaney
843,<delaney>|CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,-4.88,train,delaney
844,<delaney>|COC(=O)c1cc(O)c(O)c(O)c1,-1.24,train,delaney
845,<delaney>|Cc1ccc2c(ccc3ccccc32)c1,-5.84,train,delaney
846,<delaney>|O=C1N(COC(=O)CCCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-6.523,train,delaney
847,<delaney>|CCC#CCC,-1.99,train,delaney
848,<delaney>|CC(C)N(C(=O)CCl)c1ccccc1,-2.48,train,delaney
849,<delaney>|O=C1CNC(=O)N1,-0.4,train,delaney
850,<delaney>|C1c2ccccc2c3cc4ccccc4cc13,-8.04,train,delaney
851,<delaney>|Oc1cccc2cccnc12,-2.42,train,delaney
852,<delaney>|CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O,-4.66,train,delaney
853,<delaney>|Clc1cc(Cl)c(Cl)c(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl,-9.15,train,delaney
854,<delaney>|CC(C)CBr,-2.43,train,delaney
855,<delaney>|CC12CC2(C)C(=O)N(C1=O)c3cc(Cl)cc(Cl)c3,-4.8,train,delaney
856,<delaney>|c1ccsc1,-1.33,train,delaney
857,<delaney>|c1ccc2c(c1)ccc3c2ccc4c5ccccc5ccc43,-7.87,train,delaney
858,<delaney>|CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-5.613,train,delaney
859,<delaney>|CCN2c1nc(Cl)ccc1N(C)C(=O)c3cccnc23,-4.114,train,delaney
860,<delaney>|c1ccccc1C(O)C(O)c2ccccc2,-1.93,train,delaney
861,<delaney>|c1cnc2c(c1)ccc3ncccc23,-2.68,train,delaney
862,<delaney>|C#C,0.29,train,delaney
863,<delaney>|Brc1ccc(Br)cc1,-4.07,train,delaney
864,<delaney>|Cc1ccc(cc1)S(=O)(=O)N,-1.74,train,delaney
865,<delaney>|O=c2[nH]c(=O)c1[nH]c(=O)[nH]c1[nH]2,-3.93,train,delaney
866,<delaney>|COc2ncc1nccnc1n2,-1.11,train,delaney
867,<delaney>|COP(=S)(OC)SCC(=O)N(C(C)C)c1ccc(Cl)cc1,-4.432,train,delaney
868,<delaney>|CC(C)CC(=O)C,-0.74,train,delaney
869,<delaney>|CCCCCCc1ccccc1,-5.21,train,delaney
870,<delaney>|Cc1ccc(Br)cc1,-3.19,train,delaney
871,<delaney>|OC(Cn1cncn1)(c2ccc(F)cc2)c3ccccc3F,-3.37,train,delaney
872,<delaney>|CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,-5.752000000000001,train,delaney
873,<delaney>|CCCCc1c(C)nc(NCC)[nH]c1=O,-3.028,train,delaney
874,<delaney>|Clc1ccccc1,-2.38,train,delaney
875,<delaney>|CNC(=O)C(C)SCCSP(=O)(OC)(OC),1.144,train,delaney
876,<delaney>|CNC(=O)Oc1ccccc1C2OCCO2,-1.57,train,delaney
877,<delaney>|Clc1ccc(Cl)cc1,-3.27,train,delaney
878,<delaney>|Clc1ccccc1c2ccccc2,-4.54,train,delaney
879,<delaney>|O=C1NC(=O)NC(=O)C1(C(C)CCC)CC=C,-2.356,train,delaney
880,<delaney>|Oc2ccc1ncccc1c2,-2.16,train,delaney
881,<delaney>|Cc1cccc(C)c1,-2.82,train,delaney
882,<delaney>|C=C,-0.4,train,delaney
883,<delaney>|CC(O)C(C)(C)C,-0.62,train,delaney
884,<delaney>|CNC(=O)ON=C(SC)C(=O)N(C)C,0.106,train,delaney
885,<delaney>|CC(=O)Nc1ccc(O)cc1,-1.03,train,delaney
886,<delaney>|ClCC#N,-0.092,train,delaney
887,<delaney>|CN(C)c2c(C)n(C)n(c1ccccc1)c2=O,-0.364,train,delaney
888,<delaney>|Cc1cc(C)cc(O)c1,-1.4,train,delaney
889,<delaney>|O=N(=O)c1c(Cl)c(Cl)ccc1,-3.48,train,delaney
890,<delaney>|O=N(=O)c1cccc(c1)N(=O)=O,-2.29,train,delaney
891,<delaney>|CCCCC(=O)OCC,-2.25,train,delaney
892,<delaney>|CCCN(CCC)c1c(cc(cc1N(=O)=O)S(N)(=O)=O)N(=O)=O,-5.16,train,delaney
893,<delaney>|CC12CCC(=O)C=C1CCC3C2CCC4(C)C3CCC4(O)C#C,-5.66,train,delaney
894,<delaney>|CCC(C)CC,-3.68,train,delaney
895,<delaney>|Clc2ccc(Oc1ccc(cc1)N(=O)=O)c(Cl)c2,-5.46,train,delaney
896,<delaney>|CCC(=C(CC)c1ccc(O)cc1)c2ccc(O)cc2,-4.07,train,delaney
897,<delaney>|CC(=O)C3CCC4C2CC=C1CC(O)CCC1(C)C2CCC34C,-4.65,train,delaney
898,<delaney>|CC(C)C,-2.55,train,delaney
899,<delaney>|ClCC(Cl)Cl,-1.48,train,delaney
900,<delaney>|c1ccccc1(OC(=O)NC),-1.803,train,delaney
901,<delaney>|c1ccc2ncccc2c1,-1.3,train,delaney
0,<delaney>|CCCCCCCCO,-2.39,test,delaney
1,<delaney>|Clc1cc(Cl)c(Cl)cc1Cl,-5.56,test,delaney
2,<delaney>|NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl,-2.68,test,delaney
3,<delaney>|CCCCC=C,-3.23,test,delaney
4,<delaney>|CC(=O)N(S(=O)c1ccc(N)cc1)c2onc(C)c2C,-3.59,test,delaney
5,<delaney>|CC1CO1,-0.59,test,delaney
6,<delaney>|Cc1cc(C)c(C)c(C)c1C,-4.0,test,delaney
7,<delaney>|CC(=O)OC3(CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C)C(C)=O,-5.35,test,delaney
8,<delaney>|CCCCCOC(=O)C,-1.89,test,delaney
9,<delaney>|CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CC(O)C5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C,-4.081,test,delaney
10,<delaney>|COc1nc(NC(C)C)nc(NC(C)C)n1,-2.478,test,delaney
11,<delaney>|CCCC,-2.57,test,delaney
12,<delaney>|Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,-7.321000000000001,test,delaney
13,<delaney>|COc2cnc1ncncc1n2,-1.139,test,delaney
14,<delaney>|O=C1NC(=O)NC(=O)C1(CC)C(C)C,-2.148,test,delaney
15,<delaney>|CNC(=O)Oc1ccccc1C(C)C,-2.863,test,delaney
16,<delaney>|CCOC(=O)C=Cc1ccccc1,-3.0,test,delaney
17,<delaney>|COC(=O)Nc2nc1ccc(cc1[nH]2)C(=O)c3ccccc3,-3.88,test,delaney
18,<delaney>|CC=C(C(=CC)c1ccc(O)cc1)c2ccc(O)cc2,-4.95,test,delaney
19,<delaney>|CCSC(=O)N(CC(C)C)CC(C)C,-3.68,test,delaney
20,<delaney>|CCCC(C)(O)CC,-0.98,test,delaney
21,<delaney>|OCC1OC(O)(CO)C(O)C1O,0.64,test,delaney
22,<delaney>|CCC,-1.94,test,delaney
23,<delaney>|c1(C(C)(C)C)cc(C(C)(C)C)cc(OC(=O)NC)c1,-4.24,test,delaney
24,<delaney>|Cc1cc(C)c(O)c(C)c1,-2.05,test,delaney
25,<delaney>|CCCCC(C)CC,-5.16,test,delaney
26,<delaney>|CN(C)C(=O)Nc1ccc(c(Cl)c1)n2nc(oc2=O)C(C)(C)C,-4.328,test,delaney
27,<delaney>|O=C1N(C2CCC(=O)NC2=O)C(=O)c3ccccc13,-2.676,test,delaney
28,<delaney>|CN2C(=C(O)c1ccccc1S2(=O)=O)C(=O)Nc3ccccn3,-4.16,test,delaney
29,<delaney>|OCc1ccccc1,-0.4,test,delaney
30,<delaney>|CCC(O)C(C)C,-0.7,test,delaney
31,<delaney>|Ic1cccc2ccccc12,-4.55,test,delaney
32,<delaney>|Cc1cc(cc(N(=O)=O)c1O)N(=O)=O,-1.456,test,delaney
33,<delaney>|c1ccc2c(c1)ccc3c4ccccc4ccc23,-8.057,test,delaney
34,<delaney>|CCCCc1c(C)nc(nc1O)N(C)C,-2.24,test,delaney
35,<delaney>|CCCCSP(=O)(SCCCC)SCCCC,-5.14,test,delaney
36,<delaney>|c1ccc2c(c1)[nH]c3ccccc32,-5.27,test,delaney
37,<delaney>|Cc3cc2nc1c(=O)[nH]c(=O)nc1n(CC(O)C(O)C(O)CO)c2cc3C,-3.685,test,delaney
38,<delaney>|Cc1c(cccc1N(=O)=O)N(=O)=O,-3.0,test,delaney
39,<delaney>|CC(C)OC(=O)C,-0.55,test,delaney
40,<delaney>|C1(=O)NC(=O)NC(=O)C1(O)C2(O)C(=O)NC(=O)NC2(=O),-1.99,test,delaney
41,<delaney>|O=C3CN=C(c1ccccc1)c2cc(ccc2N3)N(=O)=O,-3.796,test,delaney
42,<delaney>|ClC=C,-1.75,test,delaney
43,<delaney>|ICI,-2.34,test,delaney
44,<delaney>|CC(=O)SC4CC1=CC(=O)CCC1(C)C5CCC2(C)C(CCC23CCC(=O)O3)C45,-4.173,test,delaney
45,<delaney>|CNC(=O)C=C(C)OP(=O)(OC)OC,0.6509999999999999,test,delaney
46,<delaney>|CCCC(C)CO,-1.11,test,delaney
47,<delaney>|O=N(=O)c1ccc(cc1)N(=O)=O,-3.39,test,delaney
48,<delaney>|Cc1c(C)c(C)c(C)c(C)c1C,-5.23,test,delaney
49,<delaney>|COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,-6.09,test,delaney
50,<delaney>|CCC(CC)CO,-1.17,test,delaney
51,<delaney>|C1=Cc2cccc3cccc1c23,-3.96,test,delaney
52,<delaney>|OC1CCCCC1,-0.44,test,delaney
53,<delaney>|CCCCCCCC=C,-5.05,test,delaney
54,<delaney>|FC(F)(F)C(Cl)Br,-1.71,test,delaney
55,<delaney>|CC=C,-1.08,test,delaney
56,<delaney>|OCC(O)C(O)CO,0.7,test,delaney
57,<delaney>|CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2CC(C)(C)Oc21)C(C)C,-4.71,test,delaney
58,<delaney>|ON=Cc1ccc(o1)N(=O)=O,-2.19,test,delaney
59,<delaney>|CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,-3.24,test,delaney
60,<delaney>|Cc1cccnc1C,0.38,test,delaney
61,<delaney>|O2c1ccc(N)cc1N(C)C(=O)c3cc(C)ccc23,-3.928,test,delaney
62,<delaney>|CCOCC,-0.09,test,delaney
63,<delaney>|CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,-2.281,test,delaney
64,<delaney>|NC(=S)Nc1ccccc1,-1.77,test,delaney
65,<delaney>|O=C1CCC(=O)N1,0.3,test,delaney
66,<delaney>|Oc1ccc2ccccc2c1,-2.28,test,delaney
67,<delaney>|O=C1NC(=O)NC(=O)C1(C)C,-1.742,test,delaney
68,<delaney>|CCNc1nc(Cl)nc(NC(C)C)n1,-3.85,test,delaney
69,<delaney>|CC(C)(C)CO,-0.4,test,delaney
70,<delaney>|ClC(Cl)Cl,-1.17,test,delaney
71,<delaney>|CC(C)C1CCC(C)CC1=O,-2.35,test,delaney
72,<delaney>|Clc1ccc(cc1Cl)c2ccccc2,-6.39,test,delaney
73,<delaney>|c1ccc2c3c(ccc2c1)c4cccc5cccc3c45,-8.0,test,delaney
74,<delaney>|Clc1cccc(Cl)c1c2c(Cl)cccc2Cl,-7.39,test,delaney
75,<delaney>|C1Cc2c3c1cccc3cc4c2ccc5ccccc54,-7.85,test,delaney
76,<delaney>|Oc1ccccc1N(=O)=O,-1.74,test,delaney
77,<delaney>|C1CCc2ccccc2C1,-4.37,test,delaney
78,<delaney>|CC(Cl)CCl,-1.6,test,delaney
