,smiles,prop,SET,data
1896,<lipo>|O=C1C=CN=C2C=CC=CN12,0.2,train,lipo
1897,<lipo>|COc1ccc(cc1)c2nc3c(NCCCNC(=O)C4(CN)CC4)c(Br)cnc3[nH]2,1.9,train,lipo
1898,<lipo>|Cc1c(Oc2ccc(Cl)cc2)c3c(NS(=O)(=O)C)cccc3n1CC(=O)O,-0.98,train,lipo
1899,<lipo>|NC(=O)Cc1ccccc1,0.3,train,lipo
1900,<lipo>|CN(C)c1ncnc2nc[nH]c12,0.95,train,lipo
1901,<lipo>|Nc1ncc(cc1c2oc3ccccc3n2)c4cnn(c4)C5CCNCC5,1.85,train,lipo
1902,<lipo>|OC(=O)COc1ccc(Cl)cc1CN2CCN(CC2)S(=O)(=O)c3ccc(F)cc3,0.99,train,lipo
1903,<lipo>|NC(=O)c1ccc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)nc1,1.25,train,lipo
1904,<lipo>|OC(c1ccccc1)c2cccnc2,1.72,train,lipo
1905,<lipo>|Cc1nc(C)c(nc1C(=O)N)c2ccc([C@@H]3CC[C@@H](CC(=O)O)CC3)c(Cl)c2,1.8,train,lipo
1906,<lipo>|OC[C@H](O)C(=O)N1CCC(=CC1)c2ccc(cc2F)N3C[C@H](COc4ccon4)OC3=O,1.09,train,lipo
1907,<lipo>|Oc1nc2cc(Cl)c(Cl)c(c2nc1O)[N+](=O)[O-],0.21,train,lipo
1908,<lipo>|CC(C)NCC(O)COc1ccccc1CC=C,0.99,train,lipo
1909,<lipo>|Nc1nc(cs1)c2ccccc2,2.43,train,lipo
1910,<lipo>|C(Sc1nc2cccnc2[nH]1)c3ccccc3,3.22,train,lipo
1911,<lipo>|Cc1cc(Cl)ccc1OC2CCN(CC3CCN(CC3)[C@@H](Cc4ccc(F)cc4)C(=O)O)CC2,2.53,train,lipo
1912,<lipo>|OCCOCCN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3,3.08,train,lipo
1913,<lipo>|CN1CCC(CC1)n2cc(c(C)n2)c3cnc(N)c(c3)c4oc5ccccc5n4,3.4,train,lipo
1914,<lipo>|CC(=O)c1ccc(cc1)S(=O)(=O)NC(=O)NC2CCCCC2,-0.49,train,lipo
1915,<lipo>|Cc1c(Sc2ccc(Cl)cc2)c3ccc(cc3n1CC(=O)O)S(=O)(=O)C,0.79,train,lipo
1916,<lipo>|Nc1c(nc(nc1N2CCOCC2)C#N)N3CCCC3,2.25,train,lipo
1917,<lipo>|NC12CC3CC(CC(C3)C1)C2,-0.98,train,lipo
1918,<lipo>|CCS(=O)(=O)c1ccc(cc1)c2cc(Cl)ccc2OCC(=O)O,-0.78,train,lipo
1919,<lipo>|Cc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3ccc(C)cc3,3.43,train,lipo
1920,<lipo>|C[C@H](NC(=O)\C=C\c1ccccc1)c2cccc(c2)N3CCOCC3,3.24,train,lipo
1921,<lipo>|CCOc1ccc(Oc2ccc(cc2)S(=O)(=O)NC(=O)c3cccc(c3)c4ccc(Cl)c(Cl)c4)cc1,2.94,train,lipo
1922,<lipo>|ONC(=O)c1ccc(NS(=O)(=O)c2ccccc2)cc1,0.75,train,lipo
1923,<lipo>|NC(=O)c1cnc(N[C@H]2CCCNC2)c3cc(sc13)c4ccc(F)c(F)c4,2.17,train,lipo
1924,<lipo>|COC(=O)N1CCN([C@H](CN2CCCC2)C1)C(=O)Cc3ccc(Cl)c(Cl)c3,2.05,train,lipo
1925,<lipo>|CC(C)n1c(C)ncc1c2ccnc(Nc3ccccc3)n2,3.58,train,lipo
1926,<lipo>|C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(NS(=O)(=O)C)sc13,0.92,train,lipo
1927,<lipo>|CC1(CC(=O)NC(=N1)N)c2ccc(Cl)c(Cl)c2,1.59,train,lipo
1928,<lipo>|CC(C)CCOc1ccc(N)cc1,2.67,train,lipo
1929,<lipo>|[O-][N+](=O)c1ccc2c(c1)nc3CCCCCn23,2.58,train,lipo
1930,<lipo>|CC#Cc1ccnc(c1)c2cc(ccc2O)C3(N=C(C)C(=N3)N)C4CC4,3.6,train,lipo
1931,<lipo>|COc1ccccc1CNCc2ccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)Sc34)cc2,0.15,train,lipo
1932,<lipo>|CC[C@H](C)[C@@H](CO)NS(=O)(=O)c1ccc(Cl)s1,2.7,train,lipo
1933,<lipo>|COc1cc(Nc2ncc(C)s2)nc(N[C@@H](C)c3ncc(F)cn3)n1,2.99,train,lipo
1934,<lipo>|OC(=O)c1ccccc1C(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,1.73,train,lipo
1935,<lipo>|C[C@H](NC(=O)c1c(C)nn(c1NS(=O)(=O)c2ccc(C)cc2)C(C)(C)C)C(C)(C)C,1.84,train,lipo
1936,<lipo>|C[C@H](NC1=NC(=O)C(C)(S1)C(F)(F)F)c2ccccc2F,3.1,train,lipo
1937,<lipo>|COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC,3.67,train,lipo
1938,<lipo>|Oc1ccccc1OCC(=O)NC2CCCC2,2.31,train,lipo
1939,<lipo>|COCCCc1cc(Nc2ccnc(NCc3onc(C)c3)n2)n[nH]1,2.04,train,lipo
1940,<lipo>|Clc1ccc(cc1C(=O)NCCc2ccccc2)N3N=CC(=O)NC3=O,0.74,train,lipo
1941,<lipo>|OC(=O)COc1ccc(Cl)cc1c2cccc(c2)C#N,-0.25,train,lipo
1942,<lipo>|CN1C(=O)N(C)c2[nH]c(nc2C1=O)c3cccnc3,0.7,train,lipo
1943,<lipo>|Cc1c(Oc2ccc(Cl)cc2)c3cc(ccc3n1CC(=O)O)C(F)(F)F,2.28,train,lipo
1944,<lipo>|CC(C)N(CCCNC(=O)Nc1ccc(cc1)C(C)(C)C)C[C@H]2O[C@H]([C@H](O)[C@@H]2O)n3ccc4c(N)ncnc34,2.4,train,lipo
1945,<lipo>|CC1=C(Cc2ccccc2)C(=O)n3nc(NCc4cccc(Cl)c4)nc3N1,3.6,train,lipo
1946,<lipo>|COCCC(=O)N[C@H](C)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1,3.08,train,lipo
1947,<lipo>|Cc1ccc2c(n1)c(Sc3ccc(Cl)cc3)c(C)n2CC(=O)O,0.35,train,lipo
1948,<lipo>|O[C@@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@@H]1NCc4cc5OCCOc5cn4,0.46,train,lipo
1949,<lipo>|NC(=O)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3CCc4ccccc4)c1,2.0,train,lipo
1950,<lipo>|Clc1cccc(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1Cl,4.37,train,lipo
1951,<lipo>|Nc1cccc(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1Cl,3.29,train,lipo
1952,<lipo>|CN(c1ccnc(Nc2cc(cc(c2)S(=O)(=O)C)N3CCOCC3)n1)c4cc(CO)ccc4C,2.9,train,lipo
1953,<lipo>|Fc1cccc(c1F)c2cncc(CNCC3CC3)n2,1.82,train,lipo
1954,<lipo>|CCC[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c3ccccc3,1.02,train,lipo
1955,<lipo>|CCCc1nn(C)c2C(=O)NC(=Nc12)c3cc(ccc3OCC)S(=O)(=O)N4CCN(C)CC4,2.8,train,lipo
1956,<lipo>|NC(=O)c1cccc(O[C@H]2C[C@H]3CC[C@@H](C2)N3CC4CCCCC4)c1,1.55,train,lipo
1957,<lipo>|COc1ccc(cc1OC)C(=O)Nc2cc(NC(=O)c3cccc(c3)N(C)C)ccc2Br,3.49,train,lipo
1958,<lipo>|OCC1=CC2=NNC(=O)N2c3cc(ccc13)c4ccc[nH]4,2.19,train,lipo
1959,<lipo>|NC(Cc1ccc(cc1)N(CCCl)CCCl)C(=O)O,0.39,train,lipo
1960,<lipo>|CCN1C(=O)N(CC)c2[nH]c(nc2C1=O)c3ccccc3,3.3,train,lipo
1961,<lipo>|CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2F)n1,-0.05,train,lipo
1962,<lipo>|Oc1c2ncc3ccccc3c2nn1c4ccccc4,0.8,train,lipo
1963,<lipo>|CC1=CN([C@H]2CCCN(C2)S(=O)(=O)c3ccc(O)c(Oc4cc(F)cc(Cl)c4)c3)C(=O)NC1=O,2.35,train,lipo
1964,<lipo>|COc1cc2ncc(C(=O)N)c(Nc3cccc(Cl)c3F)c2cc1OC,3.6,train,lipo
1965,<lipo>|CCCCNc1cc(cc(c1Oc2ccccc2)S(=O)(=O)N)C(=O)O,-0.3,train,lipo
1966,<lipo>|NC(=O)c1sc2nccc(Nc3ccccc3)c2c1N,2.91,train,lipo
1967,<lipo>|Fc1ccc2c3CN(CCc3[nH]c2c1)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,2.99,train,lipo
1968,<lipo>|COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4c(F)cc(F)cn34)N5CCN(CC5)C(=O)C,3.2,train,lipo
1969,<lipo>|CC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(F)cc4,2.4,train,lipo
1970,<lipo>|COc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1NCCN(C)C,1.91,train,lipo
1971,<lipo>|CC(C)c1ccc(NC(=O)NCCCSC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n3cnc4c(N)ncnc34)cc1,2.5,train,lipo
1972,<lipo>|COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)nc(N4CCOCC4)c2Cl)n[nH]1,2.85,train,lipo
1973,<lipo>|COc1c(Nc2ccc(nc2C)S(=O)(=O)C)ncnc1OC3CCN(CC3)C(=O)OC(C)C,2.4,train,lipo
1974,<lipo>|CO[C@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@@H]1NCc4cc5OCCOc5cn4,1.05,train,lipo
1975,<lipo>|COc1ccc2N=CC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2n1,0.83,train,lipo
1976,<lipo>|C1NC(Cc2ccccc12)c3ccccc3,1.9,train,lipo
1977,<lipo>|CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)OCc3cc(C)nc(C)c3)C(=O)C(F)(F)F,2.38,train,lipo
1978,<lipo>|CCOC(=O)C(CCc1ccccc1)NC2CCc3ccccc3N(CC(=O)O)C2=O,-0.2,train,lipo
1979,<lipo>|OC1(CNCCc2ccccc12)c3ccccc3,1.38,train,lipo
1980,<lipo>|CN1CCNc2nc(CCOc3ccc(C[C@H](NC(=O)c4c(Cl)cccc4Cl)C(=O)O)cc3)ccc12,0.07,train,lipo
1981,<lipo>|CC1=CN([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3)C2)C(=O)NC1=O,-0.51,train,lipo
1982,<lipo>|CN1C2CC(CC1C3OC23)OC(=O)C(CO)c4ccccc4,0.17,train,lipo
1983,<lipo>|CCN1CCN(Cc2ccc(cc2)c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)CC1,3.97,train,lipo
1984,<lipo>|Nc1nc(SCc2ccccc2)nc3c1ncn3[C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O,1.24,train,lipo
1985,<lipo>|C[C@H](CO)Nc1nc(SCc2ccccc2)nc3NC(=O)Sc13,2.86,train,lipo
1986,<lipo>|COc1cc(N2CCN(C)CC2)c3NC(=CC(=O)c3c1)C(=O)Nc4ccc(cc4)N5CCOCC5,2.7,train,lipo
1987,<lipo>|CN([C@@H]1CCN(Cc2ccc(cc2)C(F)(F)F)C[C@@H]1F)C(=O)Cc3ccc(cc3)n4cnnn4,3.3,train,lipo
1988,<lipo>|COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CC6COCC(C5)N6,3.0,train,lipo
1989,<lipo>|CN1CCN(CC1)c2ccc(Nc3ccnc4ccccc34)cc2,1.3,train,lipo
1990,<lipo>|Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4cc(n[nH]4)C(F)(F)F,2.44,train,lipo
1991,<lipo>|Cc1cc(CNc2nccc(Nc3cc(CCc4ccccc4)[nH]n3)n2)on1,3.56,train,lipo
1992,<lipo>|OC1CCN(CC1)C(=O)CN2C(=O)C(Cc3ccccc23)NC(=O)c4cc5cc(Cl)sc5[nH]4,2.86,train,lipo
1993,<lipo>|COc1ccc(Oc2ncccc2C(=O)NCc3ccccc3Cl)cc1,3.59,train,lipo
1994,<lipo>|NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)N[C@@H](CCN4CCCCC4)c5ccc(Cl)cc5,2.4,train,lipo
1995,<lipo>|Oc1cccc(NC(=O)c2ccc(OCCCN3CCCC3)cc2OCc4cccc(F)c4)c1,3.15,train,lipo
1996,<lipo>|Nc1sc2CCCCc2c1C(=O)NCc3ccccc3,3.52,train,lipo
1997,<lipo>|C[C@@H]1CN(CCN1c2ncc(OCc3ccc(cc3)S(=O)(=O)C)cn2)C(=O)OC(C)(C)C,3.6,train,lipo
1998,<lipo>|CC(C)(C(=O)Nc1oc(nn1)C(=O)Nc2ccc(cc2)N3CCOCC3)c4ccc(Cl)cc4,2.96,train,lipo
1999,<lipo>|O[C@@]1(CN2CCC1CC2)C#Cc3ccc(Oc4ccc(cc4)C(=O)NCc5ccncn5)cc3,1.77,train,lipo
2000,<lipo>|Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3ccnc4c(F)cccc34,0.53,train,lipo
2001,<lipo>|CN1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c6oc(cc6Cl)S(=O)(=O)C)c3C1=O,3.97,train,lipo
2002,<lipo>|CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c5ccc6OCOc6c5)C1=O,2.6,train,lipo
2003,<lipo>|CC(C)C(NC(=O)CN1C(=O)C(=CN=C1c2ccc(F)cc2)NC(=O)OCc3ccccc3)C(=O)C(F)(F)F,2.47,train,lipo
2004,<lipo>|C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)nc(OCC4CC(F)(F)C4(F)F)nc23,1.42,train,lipo
2005,<lipo>|Nc1c(cnn1c2ccc(F)cc2)C(=O)c3cccc(OC[C@H](O)CO)c3,1.94,train,lipo
2006,<lipo>|FC(F)(F)c1cc(C(=O)Nc2cccc(c2)c3nnn[nH]3)c4nc[nH]c4c1,1.1,train,lipo
2007,<lipo>|CCCSc1ncccc1C(=O)NC2CCC(F)(F)CC2,2.85,train,lipo
2008,<lipo>|CCSc1c(Cc2ccccc2C(F)(F)F)sc3N(CC(C)C)C(=O)N(C)C(=O)c13,4.49,train,lipo
2009,<lipo>|COc1ccc(cc1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NCC#N,1.6,train,lipo
2010,<lipo>|CC(N1C(=O)c2ccccc2C1=O)C(=O)N3CCc4ccccc4C3,2.47,train,lipo
2011,<lipo>|O=C(Oc1ccccc1)N2CCOCC2,1.3,train,lipo
2012,<lipo>|OC(=O)C[C@@H]1CC[C@H](CC1)c2ccc(NC(=O)c3oc(Nc4ccccc4F)nn3)cc2,2.48,train,lipo
2013,<lipo>|Nc1nc(nc(N)c1Cc2ccccc2F)c3ccccn3,2.12,train,lipo
2014,<lipo>|CNC(=O)C1(CCN(CC[C@H](CN(C)C(=O)c2c(OC)c(cc3ccccc23)C#N)c4ccc(Cl)c(Cl)c4)CC1)N5CCCCC5=O,2.78,train,lipo
2015,<lipo>|C[C@@H]1CN(C[C@H](C)N1)c2c(F)c(N)c3C(=O)C(=CN(C4CC4)c3c2F)C(=O)O,-0.15,train,lipo
2016,<lipo>|CCOC(=O)C1(CCCN(CC2CC2)C1)c3cccc(O)c3,1.89,train,lipo
2017,<lipo>|OC(=O)c1cccc(c1)C(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,1.23,train,lipo
2018,<lipo>|OC1=C(CC2=C(O)c3ccccc3OC2=O)C(=O)Oc4ccccc14,1.22,train,lipo
2019,<lipo>|CN(C)C(=O)Nc1ccc(CN2NC(=O)C3=C(C2=O)C(=O)c4ccc(Cl)cc4N3)cc1,1.1,train,lipo
2020,<lipo>|CC1CCCCC1NC(=O)c2c(C)nn(c2NS(=O)(=O)c3ccc(C)cc3)c4ccccc4,1.94,train,lipo
2021,<lipo>|CC1=CN([C@H]2CCCN(C2)S(=O)(=O)c3ccc(O)c(Oc4ccccc4)c3)C(=O)NC1=O,1.49,train,lipo
2022,<lipo>|CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC[C@H]2CC[C@H](NC(=O)c3cccc4ccccc34)[C@@H]12)C(C)(C)C,1.94,train,lipo
2023,<lipo>|Clc1ccc2nc(ccc2c1C(=O)NCC34CC5CC(CC(C5)C3)C4)N6CCC[C@@H](C6)NCCc7nnn[nH]7,3.08,train,lipo
2024,<lipo>|Fc1ccc(SC2=NN3C=NC(=O)C(=C3C=C2)c4c(Cl)cccc4Cl)c(F)c1,2.74,train,lipo
2025,<lipo>|CC(C)(C)Cn1c(CN2C(=O)CC3(CCNCC3)C2=O)cc4cnc(nc14)C#N,0.75,train,lipo
2026,<lipo>|CN1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c6cc(oc6C)S(=O)(=O)C)c3C1=O,3.2,train,lipo
2027,<lipo>|COc1ccnc(NC2CCN(CC2)C(=O)c3ccccc3)c1,2.06,train,lipo
2028,<lipo>|C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(N)sc13,3.29,train,lipo
2029,<lipo>|C[C@H](NC(=O)c1c(C)nn(C2CCCCC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C,1.97,train,lipo
2030,<lipo>|Fc1ccc(cc1)C(=O)N2CCC[C@@H](C2)c3onc(n3)c4ccc(F)cc4,3.73,train,lipo
2031,<lipo>|COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OC[C@@H]4CCCN(C)C4,2.9,train,lipo
2032,<lipo>|Cc1nc(C)c(nc1C(=O)N)c2ccc3c(CC[C@@]34CC[C@H](Cc5nnn[nH]5)CC4)c2,2.0,train,lipo
2033,<lipo>|O=S(=O)(Cc1ccccc1)NCC(N2CCCCCC2)c3ccccc3,2.83,train,lipo
2034,<lipo>|CCN1C(=O)NC(C1=O)c2ccccc2,1.0,train,lipo
2035,<lipo>|CCC(=O)NCC[C@@H]1CCc2ccc3OCCc3c12,2.57,train,lipo
2036,<lipo>|CN(C1CCN(Cc2ccc(cc2)C(F)(F)F)CC1)C(=O)Cc3ccc(cc3)S(=O)(=O)C,2.5,train,lipo
2037,<lipo>|COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4c(N)cccn34)N5CCN(CC5)C(=O)C,3.4,train,lipo
2038,<lipo>|C[C@H](CO)Nc1nc(SCc2csc(C)n2)nc3nc(N)sc13,1.73,train,lipo
2039,<lipo>|Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4nc5ccccc5[nH]4,3.24,train,lipo
2040,<lipo>|CN(C)CCOc1ccccc1Cc2ccccc2,2.53,train,lipo
2041,<lipo>|COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CC6CN(CCO)CC(C5)O6,2.5,train,lipo
2042,<lipo>|COC[C@H](C)Oc1cc(Oc2ccccc2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,0.95,train,lipo
2043,<lipo>|C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3NC(=O)C=Cc13,3.36,train,lipo
2044,<lipo>|CCCCCCCN(CC)CCCC(O)c1ccc(NS(=O)(=O)C)cc1,1.2,train,lipo
2045,<lipo>|OC(=O)[C@H](Cc1ccccc1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,2.5,train,lipo
2046,<lipo>|CN(C)C(=O)c1ccc(CN2CCC(CC2)c3ccc(cc3)C(=O)Nc4ccccc4N)cc1,1.53,train,lipo
2047,<lipo>|CN1CCN(CC1)C(=O)c2cc3ccccc3n2C,1.71,train,lipo
2048,<lipo>|COc1ncccc1c2cccc3c(N)c4C(=O)N(Cc4nc23)C5CCC5,3.26,train,lipo
2049,<lipo>|CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]2O[C@H](C)[C@@H](O)[C@H]2O,0.67,train,lipo
2050,<lipo>|Cc1onc(C)c1CCC2CCN(CC2)S(=O)(=O)CC3(CCOCC3)N(O)C=O,0.9,train,lipo
2051,<lipo>|CN1CCN(CC1)C(=O)c2cc3cc(C)ccc3[nH]2,2.22,train,lipo
2052,<lipo>|CC(C)C[C@H](CO)Nc1nc(SCc2cccc(c2)C#N)nc3nc(N)sc13,3.9,train,lipo
2053,<lipo>|OC(=O)c1ccc(cc1)c2nnn(Cc3ccccc3F)n2,0.3,train,lipo
2054,<lipo>|CC(C)C[C@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3,0.93,train,lipo
2055,<lipo>|FC(F)(F)c1csc(n1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,2.4,train,lipo
2056,<lipo>|CS(=O)(=O)c1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,-0.51,train,lipo
2057,<lipo>|CCN(CC)CCCNCc1cc(Cl)c2cccnc2c1O,0.72,train,lipo
2058,<lipo>|CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccnc4ccc(F)cc34)c2C(=O)N5CC[C@@H](O)C5,1.95,train,lipo
2059,<lipo>|O=S(=O)(N1CCCC1)c2ccccc2c3ccc(CNC4CCOCC4)cc3,1.4,train,lipo
2060,<lipo>|COc1ccc2nc(C)cc(OCC(=O)Nc3ccccc3OC)c2c1,3.9,train,lipo
2061,<lipo>|COC(=O)C1=C(C)NC(=C(C1c2ccccc2[N+](=O)[O-])C(=O)OC)C,3.29,train,lipo
2062,<lipo>|C1NCC(CC=C1)c2oc3ccccc3c2,1.94,train,lipo
2063,<lipo>|CC[C@H](C)[C@H](N)C1=N[C@@H](CS1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@H]2CCCCNC(=O)[C@H](CC(=O)N)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@@H](Cc4ccccc4)NC(=O)[C@@H](NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC,-0.46,train,lipo
2064,<lipo>|Nc1nccc(n1)n2ccc3ccccc23,2.71,train,lipo
2065,<lipo>|CCCNC(=O)c1cc2c(c(cnc2[nH]1)c3cncc(c3)C(=O)O)n4ccc(n4)C(F)(F)F,-0.79,train,lipo
2066,<lipo>|COc1nc(Br)cnc1NS(=O)(=O)c2cccc3c(cccc23)N(C)C,1.9,train,lipo
2067,<lipo>|Fc1ccc(Nc2oc(nn2)C(=O)Nc3ccc(nc3)N4CCOCC4)cc1,3.0,train,lipo
2068,<lipo>|C[C@@H]1CN[C@@H](C2CC2)C(=O)N(C)[C@H](C)C(=O)N[C@H](Cc3ccc(F)cc3)C(=O)NCCCc4ccccc4O1,3.3,train,lipo
2069,<lipo>|Cc1ccc(cc1)S(=O)(=O)Nc2c(C(=O)NCC(C)(C)C)c(C)nn2c3ccccc3,1.46,train,lipo
2070,<lipo>|CN1C=CNC1=S,-0.42,train,lipo
2071,<lipo>|Cc1cccc(C[C@H](N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2)C(=O)O)c1,2.84,train,lipo
2072,<lipo>|Clc1cc(Cl)cc(CS(=O)(=O)NCC(N2CCCCCC2)c3ccccc3)c1,3.23,train,lipo
2073,<lipo>|Cc1c(N)cccc1CN2C=CC(=CC2=O)OCCc3cccs3,2.78,train,lipo
2074,<lipo>|NC1=NC2(CCN(CC2)C(=O)c3ccc(nc3)C#N)Nc4c(F)ccc(F)c14,0.79,train,lipo
2075,<lipo>|Cc1c(c2cc(F)ccc2n1CC(=O)O)S(=O)(=O)c3ccc(Cl)cc3,-0.16,train,lipo
2076,<lipo>|CCCSc1ncccc1C(=O)N(C)C2CCOCC2,1.63,train,lipo
2077,<lipo>|CN(C1CCCCC1)C(=O)c2c(C)nn(c2NS(=O)(=O)c3ccc(C)cc3)c4ccccc4,1.69,train,lipo
2078,<lipo>|FC(F)(F)c1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)N3CCN(CC3)c4ccncc4Cl,3.54,train,lipo
2079,<lipo>|CCC(C)NC(=O)c1c(C)nn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3,0.66,train,lipo
2080,<lipo>|COC(=O)[C@@H](N1CCc2sccc2C1)c3ccccc3Cl,3.69,train,lipo
2081,<lipo>|Oc1ccc2C(=O)N(C(=O)c2c1)c3ccccc3,2.3,train,lipo
2082,<lipo>|O=C1C(=O)c2cccnc2c3ccccc13,1.88,train,lipo
2083,<lipo>|O[C@@H](CNCCSCCCNCCc1cccc(c1)C(F)(F)F)c2ccc(O)c3NC(=O)Sc23,1.21,train,lipo
2084,<lipo>|CN1N=Nc2c(ncn2C1=O)C(=O)N,-1.08,train,lipo
2085,<lipo>|COc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3ccc(F)cc3,2.92,train,lipo
2086,<lipo>|CCCCCCCN(CCc1ccc(OC(C)(C)C(=O)O)cc1)C(=O)Nc2ccc(F)cc2F,1.93,train,lipo
2087,<lipo>|CC(C)(C(=O)O)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4,0.42,train,lipo
2088,<lipo>|Clc1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,3.59,train,lipo
2089,<lipo>|Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4cn(C)c(C)n4,2.71,train,lipo
2090,<lipo>|FC1(CCN(CC1)C(=O)COCc2ccncc2)c3ccc(Cl)cc3,3.03,train,lipo
2091,<lipo>|CCc1c(cnn1c2ccc(cc2)C(=O)O)C(=O)NC3C4CC5CC(CC3C5)C4,0.9,train,lipo
2092,<lipo>|CC1=CN([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(C)c4)c3)C2)C(=O)NC1=O,-0.82,train,lipo
2093,<lipo>|COC(=O)N1CCOc2cc(COc3ccccc3)cnc12,2.5,train,lipo
2094,<lipo>|CCS(=O)(=O)c1ccc(Oc2cc3nc([nH]c3cc2CN4C(=O)CCC4=O)c5ccccn5)cc1,2.0,train,lipo
2095,<lipo>|NS(=O)(=O)c1ccc(NCc2ccccc2)cc1,1.7,train,lipo
2096,<lipo>|Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)C3=CNC(=O)C=C3C(F)(F)F)CC2)c1Cl,3.14,train,lipo
2097,<lipo>|Cc1cc(Cl)ccc1OC2CCN(C[C@H](O)CNC(=O)c3c[nH]nc3C(F)(F)F)CC2,3.02,train,lipo
2098,<lipo>|Nc1c(nc(nc1N2CCOCC2)C#N)N3CCCCC3,2.71,train,lipo
2099,<lipo>|[O-][N+](=O)c1ccc2[nH]c(nc2c1)c3ccccn3,2.8,train,lipo
